time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-07-23,15.2,4.5,20.2,0.0,,349.0,15.5,,1017.5,
2018-07-24,16.9,8.6,24.7,0.0,,329.0,15.9,,1012.5,
2018-07-25,15.4,8.7,23.1,0.0,,290.0,11.7,,1015.6,
2018-07-26,12.7,8.5,18.5,0.0,,279.0,11.7,,1017.9,
2018-07-27,13.8,7.0,21.6,0.0,,346.0,10.9,,1016.5,
2018-07-28,16.8,7.6,21.9,0.0,,347.0,14.7,,1015.1,
2018-07-29,17.0,12.5,26.0,0.2,,324.0,27.2,,1008.2,
2018-07-30,12.6,10.2,19.9,0.0,,270.0,21.7,,1015.3,
2018-07-31,15.1,6.5,21.6,0.0,,335.0,12.6,,1016.0,
2018-08-01,14.4,8.9,21.1,0.0,,269.0,15.8,,1018.2,
2018-08-02,13.9,8.8,18.7,0.0,,344.0,15.2,,1023.3,
2018-08-03,17.3,9.1,23.1,0.0,,356.0,19.9,,1015.2,
2018-08-04,13.1,11.0,20.4,0.0,,286.0,19.4,,1014.4,
2018-08-05,15.9,6.6,20.6,0.0,,349.0,16.3,,1014.6,
2018-08-06,14.5,11.6,19.4,0.0,,330.0,21.7,,1006.3,
2018-08-07,12.6,10.6,17.9,2.4,,298.0,29.1,,1010.1,
2018-08-08,14.1,7.7,20.2,0.0,,325.0,17.5,,1014.9,
2018-08-09,13.1,7.9,18.0,0.0,,322.0,12.1,,1021.6,
2018-08-10,17.1,7.3,22.8,0.0,,359.0,22.0,,1019.9,
2018-08-11,17.5,11.7,26.3,0.0,,350.0,27.5,,1010.9,
2018-08-12,11.6,9.1,16.9,0.0,,267.0,27.0,,1016.1,
2018-08-13,14.1,7.8,20.7,0.0,,277.0,22.8,,1020.9,
2018-08-14,15.7,9.3,22.6,0.0,,323.0,15.7,,1020.4,
2018-08-15,19.4,9.3,26.0,0.0,,312.0,29.5,,1011.4,
2018-08-16,14.0,10.5,20.5,0.0,,245.0,18.3,,1010.6,
2018-08-17,12.0,6.9,17.0,0.0,,280.0,13.8,,1014.4,
2018-08-18,14.1,5.5,23.3,0.0,,298.0,22.7,,1011.3,
2018-08-19,11.3,8.4,16.3,0.0,,263.0,35.8,,1012.5,
2018-08-20,10.9,7.2,13.8,0.0,,236.0,26.5,,1018.6,
2018-08-21,13.3,7.3,17.8,0.0,,286.0,27.3,,1014.0,
2018-08-22,11.6,9.1,15.9,0.0,,221.0,22.1,,1015.3,
2018-08-23,12.9,6.6,17.3,0.0,,27.0,14.5,,1020.8,
2018-08-24,14.3,10.0,17.4,0.8,,110.0,14.1,,1023.2,
2018-08-25,14.5,10.4,19.7,0.4,,354.0,14.4,,1021.0,
2018-08-26,14.3,10.2,18.5,0.0,,313.0,11.9,,1016.0,
2018-08-27,11.4,12.0,13.5,1.6,,186.0,35.1,,1019.6,
2018-08-28,9.6,7.9,13.6,0.0,,217.0,19.5,,1020.6,
2018-08-29,10.5,4.3,14.6,0.0,,254.0,15.7,,1018.7,
2018-08-30,12.9,5.3,16.5,0.0,,28.0,12.9,,1019.2,
2018-08-31,13.8,8.7,17.7,0.0,,340.0,15.5,,1007.8,
2018-09-01,15.7,9.2,22.1,2.8,,290.0,23.2,,1008.1,
2018-09-02,12.0,10.7,14.5,1.6,,184.0,24.4,,1018.9,
2018-09-03,12.0,7.5,15.0,1.0,,180.0,21.6,,1026.5,
2018-09-04,13.6,10.1,18.0,8.0,,128.0,19.1,,1028.4,
2018-09-05,13.6,9.1,17.5,1.2,,84.0,12.8,,1025.7,
